Year,Status,Role,Department,Director,Manager,Supervisor,Lead,Staff,Question,Answer_Numeric,Answer_Text
2022 May,Complete,Staff Member,Council's Office,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Lead,Planning and Public Works,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Lead,Facilities Management,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Clerk of Superior Court,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Assessor-Treasurer's Office,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Finance and Performance Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Lead,Human Services,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Lead,Human Services,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Human Resources,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Manager,Sheriff's Department,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Finance and Performance Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Parks and Recreation,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Parks and Recreation,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Manager,Planning and Public Works,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Facilities Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Facilities Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Juvenile Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Lead,Planning and Public Works,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Superior Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Lead,Planning and Public Works,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Director,Exec Office & Directors,True,False,False,False,False,17. I would recommend Pierce County as an employer to others.,0,Not Applicable
2022 May,Complete,Lead,Planning and Public Works,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Emergency Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Lead,Planning and Public Works,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Finance and Performance Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Finance and Performance Management,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Finance and Performance Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2024 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,True,01. I know what is expected of me at work.,3,Agree
2022 May,Complete,Staff Member,Finance and Performance Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Juvenile Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Juvenile Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,0,Not Applicable
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,0,Not Applicable
2022 May,Complete,Staff Member,District Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Manager,Planning and Public Works,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Assessor-Treasurer's Office,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Lead,Planning and Public Works,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Parks and Recreation,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Lead,Juvenile Court,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Supervisor,Human Services,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Lead,District Court,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Parks and Recreation,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,District Court,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,District Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,District Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Facilities Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Emergency Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Assessor-Treasurer's Office,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Manager,Finance and Performance Management,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Superior Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Finance and Performance Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Juvenile Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Juvenile Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Juvenile Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Lead,Planning and Public Works,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Communications Office,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Facilities Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Manager,Juvenile Court,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Manager,Planning and Public Works,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Manager,Juvenile Court,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Finance and Performance Management,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Supervisor,Finance and Performance Management,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Supervisor,Finance and Performance Management,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Manager,Planning and Public Works,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Human Resources,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Finance and Performance Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,District Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Supervisor,Finance and Performance Management,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Manager,Prosecuting Attorney's Office,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Human Resources,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Council's Office,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Assigned Council,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Assessor-Treasurer's Office,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Manager,Finance and Performance Management,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Assessor-Treasurer's Office,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Family Justice Center,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Manager,Facilities Management,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Facilities Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Lead,Planning and Public Works,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Finance and Performance Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Economic Development,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Human Services,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Manager,Parks and Recreation,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Lead,Planning and Public Works,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Facilities Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Manager,Human Resources,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Assessor-Treasurer's Office,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,District Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Assigned Council,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Assigned Council,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Lead,Planning and Public Works,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Clerk of Superior Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Supervisor,Juvenile Court,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Manager,Human Resources,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Human Resources,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Human Resources,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Superior Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Supervisor,Juvenile Court,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Human Resources,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Lead,Planning and Public Works,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Manager,Planning and Public Works,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Clerk of Superior Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Juvenile Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Finance and Performance Management,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Manager,Planning and Public Works,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Lead,Planning and Public Works,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Lead,Human Services,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Supervisor,Parks and Recreation,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Director,Exec Office & Directors,True,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Staff Member,District Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Family Justice Center,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Supervisor,Parks and Recreation,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Family Justice Center,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,District Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Manager,Facilities Management,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Staff Member,District Court,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,1,Strongly Disagree
2022 May,Complete,Lead,Parks and Recreation,False,False,False,True,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Assessor-Treasurer's Office,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Economic Development,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Communications Office,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Assigned Council,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Human Services,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Manager,Human Services,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,0,Not Applicable
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Manager,Parks and Recreation,False,True,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Parks and Recreation,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,2,Disagree
2022 May,Complete,Supervisor,Parks and Recreation,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Supervisor,Parks and Recreation,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Supervisor,Finance and Performance Management,False,False,True,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Parks and Recreation,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,17. I would recommend Pierce County as an employer to others.,3,Agree
